,size,total_sqft,bath,price,site_location,bhk
639,2 BHK,1205.0,2.0,63.86,Balaji Nagar,2
640,2 BHK,1140.0,2.0,48.7,Balaji Nagar,2
641,3 BHK,2215.0,4.0,150.0,Balaji Nagar,3
642,1 BHK,745.0,1.0,34.27,Balaji Nagar,1
643,2 BHK,900.0,2.0,42.0,Balaji Nagar,2
644,2 BHK,1044.0,2.0,34.0,Balaji Nagar,2
645,3 BHK,2710.0,3.0,170.0,Balaji Nagar,3
646,1 Bedroom,1150.0,1.0,52.0,Balaji Nagar,1
647,2 BHK,1180.0,2.0,71.22,Balaji Nagar,2
649,2 BHK,1046.0,2.0,60.0,Balaji Nagar,2
650,2 BHK,1125.0,2.0,54.8,Balaji Nagar,2
651,3 BHK,2648.0,3.0,238.0,Balaji Nagar,3
652,3 Bedroom,4446.0,3.0,410.0,Balaji Nagar,3
653,2 BHK,1116.0,2.0,47.0,Balaji Nagar,2
654,2 BHK,1300.0,2.0,66.0,Balaji Nagar,2
656,2 BHK,1282.0,2.0,72.0,Balaji Nagar,2
657,2 BHK,1276.0,2.0,80.0,Balaji Nagar,2
659,3 BHK,1717.0,3.0,110.0,Balaji Nagar,3
660,8 Bedroom,3000.0,8.0,150.0,Balaji Nagar,8
661,3 BHK,1300.0,3.0,69.0,Balaji Nagar,3
662,3 BHK,1645.0,3.0,87.0,Balaji Nagar,3
664,3 BHK,1660.0,3.0,104.0,Balaji Nagar,3
665,2 BHK,1320.0,2.0,50.0,Balaji Nagar,2
667,2 BHK,1171.0,2.0,73.0,Balaji Nagar,2
668,2 BHK,812.0,2.0,42.0,Balaji Nagar,2
669,3 Bedroom,1875.0,2.0,110.0,Balaji Nagar,3
670,2 BHK,1000.0,2.0,35.0,Balaji Nagar,2
671,3 BHK,1938.0,3.0,113.0,Balaji Nagar,3
672,3 BHK,1745.0,3.0,130.0,Balaji Nagar,3
673,3 BHK,1584.0,3.0,101.0,Balaji Nagar,3
674,2 BHK,1050.0,2.0,35.0,Balaji Nagar,2
675,3 BHK,1500.0,3.0,85.0,Balaji Nagar,3
677,1 BHK,509.0,1.0,23.0,Balaji Nagar,1
678,2 BHK,1310.0,2.0,53.0,Balaji Nagar,2
679,4 BHK,2732.0,4.0,204.0,Baner,4
680,3 Bedroom,2400.0,2.0,150.0,Baner,3
682,2 BHK,1005.0,2.0,50.0,Baner,2
683,2 BHK,1145.0,2.0,45.79,Baner,2
685,1 BHK,715.0,1.0,46.0,Baner,1
686,3 BHK,1640.0,2.0,120.0,Baner,3
687,2 BHK,1105.0,2.0,58.0,Baner,2
688,2 BHK,1345.0,2.0,67.0,Baner,2
690,2 BHK,1128.0,2.0,65.49,Baner,2
691,1 BHK,500.0,1.0,25.0,Baner,1
692,1 BHK,650.0,1.0,38.0,Baner,1
693,2 BHK,1269.72,2.0,68.0,Baner,2
694,3 BHK,1490.0,2.0,98.0,Baner,3
696,2 BHK,1101.0,2.0,65.0,Baner,2
697,1 BHK,400.0,1.0,14.0,Baner,1
699,2 BHK,1063.0,2.0,42.0,Baner,2
700,3 BHK,2319.0,3.0,180.0,Baner,3
701,2 BHK,1311.0,2.0,78.0,Baner,2
702,3 BHK,1525.0,3.0,96.0,Baner,3
703,3 BHK,1850.0,3.0,110.0,Baner,3
704,2 BHK,1098.0,2.0,43.91,Baner,2
707,2 BHK,1247.0,2.0,59.8,Baner,2
708,4 BHK,3537.0,5.0,210.0,Baner,4
709,3 BHK,1719.0,3.0,116.0,Baner,3
710,3 BHK,2760.0,5.0,157.0,Baner,3
712,2 BHK,900.0,2.0,32.5,Baner,2
713,3 Bedroom,2776.0,4.0,195.0,Baner,3
714,3 BHK,1820.0,3.0,93.0,Baner,3
715,2 BHK,1150.0,2.0,65.0,Baner,2
716,2 BHK,1016.0,2.0,45.0,Baner,2
717,2 BHK,1045.0,2.0,36.58,Baner,2
718,2 BHK,985.0,2.0,49.0,Baner,2
719,2 BHK,1326.0,2.0,57.0,Baner,2
720,2 BHK,1210.0,2.0,45.0,Baner,2
721,2 BHK,1085.0,2.0,70.0,Baner,2
722,3 BHK,1420.0,3.0,85.0,Baner,3
723,3 BHK,1559.0,3.0,120.0,Baner,3
724,2 BHK,1113.0,2.0,50.0,Baner,2
725,2 BHK,1140.0,2.0,45.0,Baner,2
726,2 BHK,1194.0,2.0,71.64,Baner,2
727,3 BHK,1680.0,3.0,117.0,Baner,3
729,2 BHK,1100.0,2.0,57.0,Baner,2
730,3 BHK,1350.0,3.0,71.0,Baner,3
731,2 BHK,1210.0,2.0,75.0,Baner,2
732,2 BHK,1155.0,2.0,51.0,Baner,2
734,2 BHK,1345.0,2.0,106.0,Baner,2
735,2 BHK,1240.0,2.0,80.0,Baner,2
736,2 BHK,1200.0,2.0,80.0,Baner,2
737,3 BHK,1755.0,3.0,101.0,Baner,3
738,2 BHK,1231.0,2.0,50.0,Baner,2
739,3 BHK,1645.0,3.0,117.0,Baner,3
741,3 BHK,2400.0,3.0,135.0,Baner,3
744,2 BHK,1002.0,2.0,40.08,Baner,2
745,2 BHK,1350.0,2.0,90.0,Baner,2
746,2 BHK,985.0,2.0,57.0,Baner,2
748,2 BHK,1255.0,2.0,55.5,Baner,2
749,4 BHK,2500.0,5.0,175.0,Baner,4
750,3 BHK,1650.0,3.0,101.0,Baner,3
751,2 BHK,1010.0,2.0,36.0,Baner,2
753,3 BHK,1695.0,3.0,125.0,Baner,3
754,3 BHK,1720.0,2.0,126.0,Baner,3
756,2 BHK,775.0,2.0,29.5,Baner,2
757,2 BHK,1160.0,2.0,40.53,Baner,2
758,3 BHK,2100.0,3.0,135.0,Baner,3
759,2 BHK,1061.0,2.0,33.84,Baner,2
760,2 BHK,1140.0,2.0,46.0,Baner,2
761,2 BHK,800.0,2.0,40.0,Baner,2
762,2 BHK,1234.0,2.0,51.0,Baner,2
763,2 BHK,700.0,2.0,34.0,Baner,2
764,4 BHK,2569.0,4.0,175.0,Baner,4
765,2 BHK,1330.0,2.0,93.65,Baner,2
766,2 BHK,1154.0,2.0,47.0,Baner,2
767,3 BHK,1748.0,3.0,103.0,Baner,3
769,2 BHK,1035.0,2.0,39.33,Baner,2
770,2 BHK,1247.0,2.0,58.56,Baner,2
771,3 BHK,1168.0,2.0,68.0,Baner,3
772,2 BHK,1280.0,2.0,68.48,Baner,2
773,2 BHK,1465.0,2.0,60.0,Baner,2
774,2 BHK,1200.0,2.0,70.0,Baner,2
775,3 BHK,1260.0,2.0,82.0,Baner,3
776,2 BHK,1150.0,2.0,38.08,Baner,2
777,3 BHK,1806.0,6.0,116.0,Baner,3
778,3 BHK,1837.0,2.0,95.0,Baner,3
780,2 BHK,1150.0,2.0,70.0,Baner,2
781,2 BHK,1175.0,2.0,50.0,Baner,2
783,3 BHK,2265.0,3.0,159.0,Baner,3
784,2 BHK,1146.0,2.0,69.0,Baner,2
787,2 BHK,1417.0,2.0,75.0,Baner road,2
791,2 BHK,1060.0,2.0,55.0,Baner road,2
794,1 BHK,764.0,1.0,32.0,Baner road,1
795,3 BHK,1490.0,3.0,100.0,Baner road,3
797,2 BHK,1330.0,2.0,93.36,Baner road,2
800,2 BHK,1140.0,2.0,76.0,Baner road,2
802,2 BHK,1100.0,2.0,65.0,Baner road,2
804,3 BHK,1520.0,3.0,80.0,Baner road,3
808,3 BHK,1900.0,2.0,170.0,Baner road,3
809,2 BHK,989.0,2.0,60.0,Baner road,2
811,2 BHK,1058.0,2.0,60.0,Baner road,2
812,1 BHK,615.0,1.0,28.29,Baner road,1
813,1 BHK,664.0,1.0,35.0,Baner road,1
815,1 BHK,910.0,1.0,42.0,Baner road,1
816,2 BHK,1325.0,1.0,92.0,Baner road,2
818,1 Bedroom,750.0,2.0,50.0,Baner road,1
820,3 BHK,2072.0,4.0,159.0,Baner road,3
821,3 BHK,1938.0,3.0,113.0,Baner road,3
823,3 BHK,1545.0,3.0,85.0,Baner road,3
824,3 BHK,1999.0,3.0,135.0,Baner road,3
825,3 BHK,1654.0,2.0,85.0,Baner road,3
828,4 BHK,2658.0,5.0,187.0,Baner road,4
831,4 BHK,2774.0,4.0,208.0,Baner road,4
832,1 BHK,670.0,1.0,36.85,Baner road,1
833,2 BHK,1047.0,2.0,84.0,Baner road,2
834,2 Bedroom,900.0,2.0,65.0,Baner road,2
836,3 BHK,1380.0,2.0,95.0,Baner road,3
837,2 BHK,1126.0,2.0,69.0,Baner road,2
841,3 BHK,1594.0,3.0,99.0,Baner road,3
842,2 BHK,1213.0,2.0,63.0,Baner road,2
846,2 BHK,1300.0,2.0,120.0,Baner road,2
848,3 BHK,1693.0,3.0,125.0,Baner road,3
849,3 BHK,1395.0,2.0,79.0,Baner road,3
850,3 BHK,1560.0,3.0,90.0,Baner road,3
853,2 BHK,1308.0,2.0,89.04,Baner road,2
854,3 BHK,1221.0,3.0,65.0,Baner road,3
856,3 BHK,1917.0,3.0,110.0,Baner road,3
857,3 BHK,1571.0,3.0,83.0,Baner road,3
858,2 BHK,960.0,2.0,55.0,Baner road,2
859,3 BHK,1881.0,3.0,95.0,Baner road,3
860,3 BHK,1275.0,2.0,65.0,Baner road,3
864,4 BHK,3362.0,5.0,249.0,Baner road,4
865,4 BHK,2732.0,4.0,194.0,Baner road,4
867,3 BHK,1335.0,2.0,73.43,Baner road,3
870,4 BHK,3335.0,4.0,290.0,Baner road,4
871,9 Bedroom,3200.0,8.0,130.0,Baner road,9
872,3 BHK,1864.0,3.0,115.0,Baner road,3
873,2 BHK,1180.0,2.0,75.0,Baner road,2
874,3 BHK,1700.0,2.0,86.0,Baner road,3
876,3 BHK,1210.0,2.0,65.0,Baner road,3
878,3 Bedroom,1200.0,3.0,67.77,Baner road,3
880,3 BHK,1595.0,3.0,96.0,Baner road,3
881,3 BHK,1776.0,3.0,124.0,Baner road,3
882,2 BHK,1245.0,2.0,83.05,Baner road,2
884,3 BHK,1820.0,3.0,95.0,Baner road,3
888,4 Bedroom,3671.0,4.0,220.0,Baner road,4
889,2 BHK,1346.0,2.0,76.01,Baner road,2
891,2 BHK,1354.0,2.0,70.0,Baner road,2
894,2 BHK,1194.0,2.0,65.0,Baner road,2
895,3 BHK,1485.0,2.0,90.0,Baner road,3
900,2 BHK,1200.0,2.0,50.0,Bhandarkar Road,2
901,2 BHK,1285.0,2.0,82.0,Bhandarkar Road,2
902,3 Bedroom,1475.0,3.0,98.0,Bhandarkar Road,3
903,3 BHK,1693.0,3.0,108.0,Bhandarkar Road,3
904,2 BHK,1130.0,2.0,60.0,Bhandarkar Road,2
907,2 BHK,1020.0,2.0,48.45,Bhandarkar Road,2
909,2 BHK,1198.0,2.0,77.0,Bhandarkar Road,2
910,3 BHK,1984.0,4.0,146.0,Bhandarkar Road,3
911,7 Bedroom,5000.0,7.0,299.0,Bhandarkar Road,7
912,3 BHK,1373.0,3.0,72.0,Bhandarkar Road,3
913,2 BHK,1060.0,2.0,62.0,Bhandarkar Road,2
914,2 BHK,1062.0,2.0,42.47,Bhandarkar Road,2
915,2 BHK,1101.0,2.0,65.5,Bhandarkar Road,2
916,2 Bedroom,1200.0,3.0,70.0,Bhandarkar Road,2
917,2 BHK,883.0,2.0,40.0,Bhandarkar Road,2
918,3 BHK,1620.0,2.0,110.0,Bhandarkar Road,3
919,2 BHK,1215.0,2.0,110.0,Bhandarkar Road,2
920,2 BHK,1200.0,3.0,44.0,Bhandarkar Road,2
921,3 BHK,1536.0,3.0,89.0,Bhandarkar Road,3
922,2 BHK,1160.0,2.0,36.0,Bhandarkar Road,2
923,2 BHK,1225.0,2.0,53.55,Bhandarkar Road,2
924,2 BHK,1121.0,2.0,43.72,Bhandarkar Road,2
925,3 BHK,1460.0,3.0,88.0,Bhandarkar Road,3
926,2 BHK,1300.0,2.0,85.0,Bhandarkar Road,2
927,2 BHK,1424.0,2.0,90.0,Bhandarkar Road,2
928,2 BHK,950.0,2.0,48.0,Bhandarkar Road,2
929,3 BHK,1350.0,2.0,83.0,Bhandarkar Road,3
930,2 BHK,1011.0,2.0,50.53,Bhandarkar Road,2
931,2 BHK,1219.0,2.0,40.0,Bhandarkar Road,2
933,6 Bedroom,4000.0,6.0,150.0,Bhandarkar Road,6
934,3 BHK,1600.0,3.0,95.0,Bhandarkar Road,3
938,3 BHK,1996.0,3.0,135.0,Bhandarkar Road,3
939,2 BHK,1050.0,2.0,75.0,Bhandarkar Road,2
940,2 BHK,1252.0,2.0,55.0,Bhandarkar Road,2
941,2 BHK,1165.0,2.0,45.0,Bhandarkar Road,2
942,3 BHK,1450.0,2.0,89.6,Bhandarkar Road,3
944,4 BHK,2790.0,4.0,198.0,Bhandarkar Road,4
945,2 BHK,1210.0,2.0,60.0,Bhandarkar Road,2
947,2 BHK,1100.0,2.0,35.0,Bhandarkar Road,2
948,2 BHK,1116.0,2.0,37.0,Bhandarkar Road,2
949,4 BHK,2774.0,4.0,208.0,Bhandarkar Road,4
950,3 BHK,1620.0,3.0,110.0,Bhandarkar Road,3
951,3 BHK,1840.0,4.0,175.0,Bhandarkar Road,3
952,1 BHK,602.0,1.0,26.0,Bhandarkar Road,1
953,2 BHK,1216.0,2.0,75.0,Bhandarkar Road,2
955,2 BHK,1357.0,2.0,130.0,Bhandarkar Road,2
956,2 BHK,1250.0,2.0,68.0,Bhandarkar Road,2
958,4 BHK,2790.0,5.0,198.0,Bhandarkar Road,4
959,2 BHK,1200.0,2.0,67.0,Bhandarkar Road,2
960,3 BHK,1713.0,3.0,110.0,Bhandarkar Road,3
961,2 BHK,940.0,2.0,43.61,Bhandarkar Road,2
962,3 BHK,2456.0,3.0,220.0,Bhandarkar Road,3
963,2 BHK,1180.0,2.0,50.0,Bhandarkar Road,2
964,2 BHK,1151.0,2.0,43.16,Bhandarkar Road,2
965,2 BHK,1140.0,2.0,46.0,Bhandarkar Road,2
966,3 BHK,2515.0,4.0,155.0,Bhandarkar Road,3
967,2 BHK,1232.0,2.0,69.6,Bhandarkar Road,2
968,2 BHK,1194.0,2.0,46.0,Bhandarkar Road,2
970,2 BHK,1099.0,2.0,37.5,Bhandarkar Road,2
971,1 BHK,933.0,2.0,58.0,Bhandarkar Road,1
972,2 Bedroom,900.0,1.0,70.0,Bhandarkar Road,2
973,3 BHK,1510.0,3.0,83.05,Bhandarkar Road,3
974,3 BHK,1100.0,3.0,56.57,Bhandarkar Road,3
975,2 BHK,1128.0,2.0,65.58,Bhandarkar Road,2
976,2 BHK,1100.0,2.0,50.0,Bhandarkar Road,2
977,2 BHK,1547.0,2.0,103.0,Bhandarkar Road,2
979,2 BHK,1140.0,2.0,56.0,Bhandarkar Road,2
980,1 BHK,602.0,1.0,38.0,Bhandarkar Road,1
981,3 BHK,1560.0,2.0,83.3,Bhandarkar Road,3
982,2 BHK,965.0,2.0,38.0,Bhandarkar Road,2
983,2 BHK,1060.0,2.0,42.5,Bhandarkar Road,2
984,2 BHK,1015.0,2.0,60.0,Bhandarkar Road,2
985,3 BHK,1960.0,3.0,138.0,Bhandarkar Road,3
987,3 Bedroom,3150.0,3.0,290.0,Bhandarkar Road,3
989,3 BHK,2247.0,3.0,145.0,Bhandarkar Road,3
992,3 BHK,1385.0,3.0,90.0,Bhandarkar Road,3
994,3 BHK,1370.0,2.0,87.0,Bhandarkar Road,3
995,2 BHK,1360.0,2.0,62.425,Bhandarkar Road,2
996,2 BHK,1116.0,2.0,51.91,Bhandarkar Road,2
998,2 BHK,1155.0,2.0,54.5,Bhandarkar Road,2
999,2 BHK,1170.0,2.0,50.0,Bhandarkar Road,2
1001,3 BHK,1470.0,2.0,84.22,Bhandarkar Road,3
1002,2 BHK,1175.0,2.0,50.0,Bhandarkar Road,2
1004,2 BHK,1027.0,1.0,44.0,Bhandarkar Road,2
1005,2 BHK,1000.0,2.0,44.0,Bhandarkar Road,2
1007,2 BHK,1360.0,2.0,101.0,Bhandarkar Road,2
1008,2 BHK,1241.0,2.0,64.0,Bhandarkar Road,2
1009,2 BHK,986.0,2.0,31.0,Bhandarkar Road,2
1010,3 BHK,2144.0,3.0,140.0,Bhandarkar Road,3
1011,2 BHK,1012.0,2.0,68.0,Bhandarkar Road,2
1012,2 BHK,1165.0,2.0,52.0,Bhandarkar Road,2
1013,2 BHK,1160.0,2.0,64.08,Bhandarkar Road,2
1014,2 BHK,1140.0,2.0,43.0,Bhandarkar Road,2
1016,1 BHK,645.0,1.0,16.45,Bhandarkar Road,1
1018,3 BHK,1564.0,3.0,103.0,Bhandarkar Road,3
1019,1 BHK,530.0,1.0,18.0,Bhandarkar Road,1
1022,3 BHK,912.0,2.0,70.0,Bhavani Peth,3
1025,3 BHK,1753.0,3.0,120.0,Bhavani Peth,3
1027,2 BHK,1694.0,2.0,150.0,Bhavani Peth,2
1030,4 BHK,3900.0,4.0,410.0,Bhavani Peth,4
1032,4 Bedroom,3000.0,5.0,250.0,Bhavani Peth,4
1036,3 Bedroom,1168.0,3.0,70.0,Bhavani Peth,3
1038,3 BHK,1700.0,3.0,135.0,Bhavani Peth,3
1040,1 BHK,671.0,1.0,36.85,Bhavani Peth,1
1041,3 BHK,1673.0,3.0,115.0,Bhavani Peth,3
1045,4 BHK,3000.0,4.0,240.0,Bhavani Peth,4
1046,2 BHK,1170.0,2.0,71.0,Bhavani Peth,2
1051,6 Bedroom,2400.0,6.0,130.0,Bhavani Peth,6
1052,2 BHK,1304.0,2.0,100.0,Bhavani Peth,2
1053,3 BHK,1525.0,3.0,90.0,Bhavani Peth,3
1057,3 BHK,1925.0,2.0,114.0,Bhavani Peth,3
1058,3 BHK,1636.0,3.0,85.0,Bhavani Peth,3
1060,2 BHK,1125.0,2.0,70.0,Bhavani Peth,2
1064,2 BHK,1314.0,2.0,78.0,Bhavani Peth,2
1065,4 BHK,2383.0,5.0,215.0,Bhavani Peth,4
1067,1 BHK,700.0,1.0,30.84,Bhavani Peth,1
1069,2 BHK,1108.0,2.0,67.15,Bhavani Peth,2
1070,2 BHK,948.0,2.0,75.0,Bhavani Peth,2
1072,3 BHK,1440.0,2.0,70.0,Bhavani Peth,3
1073,3 BHK,1710.0,3.0,100.0,Bhavani Peth,3
1074,4 BHK,2245.0,4.0,154.0,Bhavani Peth,4
1075,3 Bedroom,2200.0,4.0,160.0,Bhavani Peth,3
1077,2 BHK,1056.0,2.0,60.0,Bhavani Peth,2
1078,1 BHK,550.0,1.0,16.0,Bhavani Peth,1
1079,2 BHK,1000.0,2.0,60.0,Bhavani Peth,2
1080,2 BHK,1266.67,2.0,69.0,Bhavani Peth,2
1082,6 Bedroom,4300.0,6.0,175.0,Bhavani Peth,6
1083,5 Bedroom,1903.0,6.0,140.0,Bhavani Peth,5
1086,3 BHK,2215.0,4.0,154.0,Bhavani Peth,3
1087,3 BHK,2250.0,3.0,200.0,Bhavani Peth,3
1089,3 BHK,2072.0,3.0,122.0,Bhavani Peth,3
1091,1 BHK,605.0,1.0,13.31,Bhavani Peth,1
1093,2 BHK,1517.0,2.0,125.0,Bhavani Peth,2
1095,3 BHK,2666.0,4.0,200.0,Bhavani Peth,3
1098,3 BHK,1713.0,3.0,120.0,Bhavani Peth,3
1101,3 BHK,1770.0,3.0,180.0,Bhavani Peth,3
1102,4 Bedroom,1600.0,3.0,140.0,Bhavani Peth,4
1103,3 BHK,1600.0,3.0,95.0,Bhavani Peth,3
1104,4 BHK,3900.0,5.0,415.0,Bhavani Peth,4
1105,6 Bedroom,3000.0,6.0,150.0,Bhavani Peth,6
1109,3 Bedroom,1320.0,2.0,95.0,Bhavani Peth,3
1111,3 BHK,1550.0,3.0,85.0,Bhavani Peth,3
1112,2 BHK,1299.0,2.0,105.0,Bhavani Peth,2
1113,3 Bedroom,1200.0,3.0,105.0,Bhavani Peth,3
1115,3 BHK,1318.0,2.0,68.0,Bhavani Peth,3
1118,3 BHK,1707.0,3.0,115.0,Bhavani Peth,3
1121,4 BHK,3420.0,4.0,225.0,Bhavani Peth,4
1124,2 Bedroom,860.0,2.0,56.0,Bhavani Peth,2
1126,2 BHK,1250.0,2.0,75.0,Bhavani Peth,2
1130,1 Bedroom,1350.0,1.0,145.0,Bhavani Peth,1
1132,3 BHK,1950.2,3.0,193.0,Bhavani Peth,3
1136,4 BHK,2340.0,5.0,160.0,Bhavani Peth,4
1137,3 BHK,1585.0,2.0,79.0,Bhavani Peth,3
1138,2 BHK,1210.0,2.0,69.0,Bhavani Peth,2
1139,2 BHK,1100.0,2.0,85.0,Bhavani Peth,2
1142,1 BHK,877.0,1.0,59.0,Bhavani Peth,1
1144,3 BHK,1630.0,2.0,98.0,Bibvewadi,3
1145,2 BHK,1225.0,2.0,47.6,Bibvewadi,2
1146,4 BHK,2000.0,4.0,120.0,Bibvewadi,4
1147,2 BHK,1460.0,2.0,58.0,Bibvewadi,2
1149,2 BHK,1020.0,2.0,40.0,Bibvewadi,2
1150,2 BHK,1019.0,2.0,49.85,Bibvewadi,2
1151,3 BHK,2376.0,3.0,203.0,Bibvewadi,3
1152,2 BHK,1300.0,2.0,50.0,Bibvewadi,2
1153,1 BHK,530.0,1.0,20.0,Bibvewadi,1
1154,3 BHK,1960.0,3.0,160.0,Bibvewadi,3
1155,2 BHK,1380.0,2.0,80.0,Bibvewadi,2
1158,2 BHK,1552.0,2.0,51.0,Bibvewadi,2
1159,3 BHK,1460.0,2.0,72.0,Bibvewadi,3
1160,4 BHK,3606.0,4.0,312.0,Bibvewadi,4
1161,2 BHK,1156.0,2.0,32.0,Bibvewadi,2
1162,2 Bedroom,1090.0,2.0,58.0,Bibvewadi,2
1163,3 BHK,2039.0,3.0,168.0,Bibvewadi,3
1164,2 BHK,987.0,2.0,49.0,Bibvewadi,2
1165,2 BHK,850.0,2.0,28.0,Bibvewadi,2
1166,2 BHK,1045.0,2.0,76.77,Bibvewadi,2
1167,2 BHK,1050.0,2.0,38.0,Bibvewadi,2
1168,2 BHK,1155.0,2.0,40.6,Bibvewadi,2
1169,3 BHK,1650.0,3.0,122.0,Bibvewadi,3
1170,2 BHK,1270.0,2.0,69.85,Bibvewadi,2
1171,5 Bedroom,1600.0,5.0,140.0,Bibvewadi,5
1172,3 BHK,1662.0,3.0,85.5,Bibvewadi,3
1173,2 BHK,1083.0,2.0,32.49,Bibvewadi,2
1174,3 BHK,1680.0,3.0,85.0,Bibvewadi,3
1177,3 BHK,1320.0,2.0,73.0,Bibvewadi,3
1178,3 BHK,1390.0,2.0,80.0,Bibvewadi,3
1180,3 Bedroom,2651.0,2.0,225.0,Bibvewadi,3
1181,3 BHK,1430.0,2.0,75.0,Bibvewadi,3
1183,3 BHK,1560.0,3.0,115.0,Bibvewadi,3
1184,3 BHK,1600.0,2.0,160.0,Bibvewadi,3
1185,3 BHK,1700.0,3.0,95.0,Bibvewadi,3
1187,2 BHK,1169.0,2.0,64.0,Bibvewadi,2
1188,2 BHK,1367.0,2.0,62.0,Bibvewadi,2
1189,2 BHK,1290.0,2.0,40.63,Bibvewadi,2
1190,2 BHK,1103.0,2.0,55.0,Bibvewadi,2
1192,2 BHK,1155.0,2.0,55.5,Bibvewadi,2
1193,3 BHK,1477.0,2.0,80.0,Bibvewadi,3
1194,4 BHK,3895.0,2.0,451.0,Bibvewadi,4
1195,2 BHK,1120.0,2.0,53.0,Bibvewadi,2
1196,2 BHK,970.0,2.0,55.0,Bibvewadi,2
1198,2 BHK,1000.0,2.0,38.5,Bibvewadi,2
1200,3 BHK,1500.0,2.0,82.0,Bibvewadi,3
1201,3 BHK,1476.0,3.0,125.0,Bibvewadi,3
1202,3 Bedroom,2400.0,3.0,150.0,Bibvewadi,3
1203,2 BHK,909.0,2.0,40.9,Bibvewadi,2
1204,3 Bedroom,1200.0,3.0,68.4,Bibvewadi,3
1205,4 BHK,2932.0,5.0,195.0,Bibvewadi,4
1207,2 BHK,1120.0,2.0,44.24,Bibvewadi,2
1208,3 BHK,1800.0,3.0,90.0,Bibvewadi,3
1209,3 Bedroom,3004.0,4.0,158.0,Bibvewadi,3
1210,3 BHK,2850.0,5.0,343.0,Bibvewadi,3
1211,2 BHK,1155.0,2.0,40.6,Bibvewadi,2
1212,2 BHK,1175.0,2.0,47.0,Bibvewadi,2
1213,2 BHK,1250.0,2.0,60.0,Bibvewadi,2
1214,3 BHK,1440.0,3.0,72.0,Bibvewadi,3
1216,2 BHK,1250.0,2.0,65.0,Bibvewadi,2
1218,11 BHK,6000.0,12.0,150.0,Bibvewadi,11
1220,1 BHK,664.0,1.0,35.4,Bibvewadi,1
1221,3 Bedroom,2300.0,3.0,142.0,Bibvewadi,3
1222,2 BHK,1500.0,2.0,50.0,Bibvewadi,2
1223,2 BHK,1133.0,2.0,40.0,Bibvewadi,2
1224,4 Bedroom,3300.0,4.0,430.0,Bibvewadi,4
1225,3 BHK,2504.0,3.0,138.0,Bibvewadi,3
1226,2 BHK,1110.0,2.0,110.0,Bibvewadi,2
1227,2 BHK,960.0,2.0,55.0,Bibvewadi,2
1228,2 BHK,1464.0,2.0,56.0,Bibvewadi,2
1229,3 BHK,1420.0,2.0,75.0,Bibvewadi,3
1230,2 BHK,1108.0,2.0,63.0,Bibvewadi,2
1231,2 BHK,975.0,2.0,50.0,Bibvewadi,2
1232,2 BHK,1295.0,2.0,55.47,Bibvewadi,2
1233,2 BHK,966.0,2.0,50.0,Bibvewadi,2
1234,3 BHK,1715.0,2.0,100.0,Bibvewadi,3
1236,2 BHK,945.0,2.0,45.0,Bibvewadi,2
1237,3 BHK,1817.0,3.0,110.0,Bibvewadi,3
1238,2 BHK,1698.0,2.0,105.0,Bibvewadi,2
1239,2 BHK,1333.0,2.0,86.65,Bibvewadi,2
1240,3 BHK,1976.0,3.0,145.0,Bibvewadi,3
1241,3 BHK,1935.0,4.0,125.0,Bibvewadi,3
1242,3 BHK,1320.0,2.0,65.0,Bibvewadi,3
1243,4 BHK,4500.0,4.0,345.0,Bibvewadi,4
1244,3 BHK,1752.12,3.0,125.0,Bibvewadi,3
1245,2 BHK,1184.0,2.0,78.0,Bibvewadi,2
1246,3 BHK,1100.0,3.0,58.0,Bibvewadi,3
1247,2 BHK,975.0,2.0,24.86,Bibvewadi,2
1248,3 BHK,1445.0,2.0,89.56,Bibvewadi,3
1249,3 BHK,1756.0,3.0,110.0,Bibvewadi,3
1250,2 BHK,1205.0,2.0,67.0,Bibvewadi,2
1251,2 BHK,1125.0,2.0,55.0,Bibvewadi,2
1252,2 BHK,1270.0,2.0,45.0,Bibvewadi,2
1253,3 BHK,1680.0,2.0,92.0,Bibvewadi,3
1254,4 Bedroom,1750.0,3.0,185.0,Bibvewadi,4
1255,1 BHK,720.0,1.0,28.0,Bibvewadi,1
1256,3 BHK,1655.0,3.0,113.0,Bibvewadi,3
1257,2 BHK,1354.0,2.0,71.0,Bibvewadi,2
1258,3 BHK,1660.0,3.0,110.0,Bibvewadi,3
1259,3 BHK,1360.0,2.0,73.0,Bibvewadi,3
1260,2 BHK,1150.0,2.0,45.0,Bibvewadi,2
1261,3 BHK,1477.0,2.0,69.5,Bibvewadi,3
1262,2 BHK,1075.0,2.0,53.0,Bopodi,2
1263,2 BHK,1050.0,2.0,32.0,Bopodi,2
1264,2 BHK,1253.0,2.0,102.0,Bopodi,2
1265,3 BHK,1875.0,3.0,165.0,Bopodi,3
1266,3 BHK,1975.0,3.0,150.0,Bopodi,3
1269,2 BHK,929.0,2.0,46.0,Bopodi,2
1270,2 BHK,1625.0,2.0,75.0,Bopodi,2
1271,2 BHK,1035.0,2.0,45.0,Bopodi,2
1273,2 BHK,900.0,1.0,45.0,Bopodi,2
1274,2 BHK,1010.0,2.0,40.39,Bopodi,2
1275,3 BHK,2038.5,3.0,120.0,Bopodi,3
1276,3 Bedroom,1200.0,3.0,68.5,Bopodi,3
1277,2 BHK,1258.0,2.0,115.0,Bopodi,2
